20074$A294 (Caverna Plano Inclinado da Tabocas)$-20.37974099938339$-45.73245500000001$null$1$3$2544$7531.955853440262
20262$Abismo$-24.4006449992895$-48.55814100000001$PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA$1$3$1403$20685.731814281018
20263$Abismo (próximo à MG-170)$-20.35158999938409$-45.636966$null$1$3$2544$3286.1528044817474
20264$Abismo 01$-24.60003899928519$-48.73197$null$1$3$1398$12166.78320329188
20265$Abismo 01$-5.866002999807892$-36.992058$null$1$3$5267$13372.098483881982
20266$Abismo 02 (Abismo 05)$-5.035048999834801$-37.569469$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$7104.601630187705
20267$Abismo 03$-24.59885999928522$-48.73208400000001$null$1$3$1398$12207.844961826231
20268$Abismo 03 (Abismo 02)$-5.034822999834807$-37.57119800000001$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6976.996900163707
20269$Abismo 03 (Poço das Vespas ou Abismo das Vespas)$-5.548307999818163$-37.635258$null$1$3$4846$8612.576586461035
20270$Abismo 04 (Abismo 03)$-5.034958999834804$-37.570648$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$7012.552268485199
20271$Abismo 05$-5.541101999818397$-37.637717$null$1$3$4846$9004.058016114128
20272$Abismo 05 (Abismo 04)$-5.037668999834715$-37.568493$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$7003.2208580605275
20273$Abismo 06 (Abismo 01)$-5.039338999834662$-37.566368$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$7079.34434688617
20274$Abismo 06 (Abismo 12)$-5.03659099983475$-37.57366199999999$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6642.575249879445
20275$Abismo 06 (Abismo Estreito)$-24.59782099928524$-48.72924900000001$null$1$3$1398$12516.772209942843
20276$Abismo 07 (Abismo da Volta)$-24.59640399928528$-48.72825899999999$null$1$3$1398$12671.754497646452
20277$Abismo 08$-24.59637199928528$-48.72914$null$1$3$1398$12591.845565845868
20278$Abismo 08$-5.039228999834664$-37.575401$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6303.663993376326
20279$Abismo 09$-5.038709999834683$-37.576218$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6274.552693717046
20280$Abismo 1$-17.08861599946939$-44.564402$null$1$3$3005$12339.222766470804
20281$Abismo 10$-24.60163499928516$-48.733997$null$1$3$1398$11909.224276295805
20282$Abismo 10$-5.036572999834751$-37.573132$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6687.600749746055
20283$Abismo 10 M$-18.31583299943645$-46.0875$null$1$3$7797$3812.57754194093
20284$Abismo 11$-24.60195499928516$-48.73389400000001$null$1$3$1398$11905.280740210566
20285$Abismo 11$-5.043551999834525$-37.576325$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$5916.987415915374
20286$Abismo 11 (Abismo 07)$-5.039085999834669$-37.575573$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6299.8790514705715
20287$Abismo 12$-5.042894999834545$-37.575606$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6024.786155152495
20288$Abismo 13$-5.494620999819901$-37.544891$null$1$3$5273$4715.284699322314
20289$Abismo 13$-5.042317999834564$-37.577164$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$5931.7477814334525
20290$Abismo 13 de Julho$-24.54952499928628$-48.72014$null$1$3$1401$13609.966931400637
20291$Abismo 14$-5.040682999834616$-37.57452$PARQUE NACIONAL DA FURNA FEIA$1$3$4851$6273.1322327567295
20292$Abismo 15$-5.217815999828869$-37.772737$null$1$3$9542$22361.070326306424
20293$Abismo 16$-5.071798999833609$-37.584438$null$1$3$4851$3775.478121955112
20294$Abismo 18 de Novembro$-14.46119999954316$-46.2258$ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO$1$3$2982$12089.744047948396
20295$Abismo 2$-17.09026399946936$-44.565808$null$1$3$3005$12504.362506590649
20296$Abismo 3$-17.09060799946934$-44.566023$null$1$3$3005$12539.989983039572
20297$Abismo 3$-15.58026099951123$-47.87646199999999$ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL$1$3$10074$12463.938153145225
20298$Abismo 4$-17.09002999946936$-44.566025$null$1$3$3005$12476.050107798526
20299$Abismo 5$-15.57840199951129$-47.877042$ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL$1$3$10074$12652.413755654541
20300$Abismo A (PEA-0922)$-15.51167599951318$-47.95645400000001$MONUMENTO NATURAL DO CONJUNTO ESPELEOLóGICO DO MORRO DA PEDREIRA$1$3$10075$20663.29853368596
20301$Abismo a nomear 1 (Abismo 01)$-5.547855999818178$-37.6352$null$1$3$4846$8652.081817247485
20302$Abismo a nomear 3 (Abismo 05)$-5.548055999818171$-37.63575000000001$null$1$3$4846$8592.913793354906
20303$Abismo a nomear 4 (Abismo 02)$-5.54801099981817$-37.635167$null$1$3$4846$8642.734102685592
20304$Abismo Abismo I$-15.48155999951402$-47.69759999999999$ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL$1$3$2963$9415.832138195938
20305$Abismo Acabados$-12.62313799959709$-46.443913$null$1$3$3724$10297.500687126649
20306$Abismo Agulha$-13.99426599955669$-48.420341$null$1$3$3580$28193.98463694771
20307$Abismo Alemanha$-14.40723799954471$-46.195484$ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO$1$3$2983$12522.089753109945
20308$Abismo Alice$-18.32249999943627$-46.081388$null$1$3$7797$4624.1867612069045
20309$Abismo Amigos$-24.57174699928579$-48.698473$PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA$1$3$1403$11099.567519191922
20310$Abismo Amigos Para Sempre$-24.53198899928666$-48.69758199999999$PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA$1$3$1403$12381.674693036153
20311$Abismo Anhumas$-21.1504499993644$-56.60052$null$1$3$335$11537.18424970451
20312$Abismo Apertado$-20.28623099938573$-45.79073199999999$null$1$3$7446$6218.125120719239
20313$Abismo Araras I$-13.98684099955691$-48.303227$null$1$3$8645$26057.951314732603
20314$Abismo Araras II$-13.98854099955686$-48.302927$null$1$3$8645$26091.296023193507
20315$Abismo Aroeira$-12.71103899959447$-46.395613$RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AURORA NATURA$1$3$3724$1276.0329845735585
20316$Abismo Arzinho$-24.52382299928684$-48.679911$PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA$1$3$1403$11353.002213172596
20317$Abismo Avarí$-24.59699999928526$-48.672$PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA$1$3$1403$8447.262464623074
20318$Abismo Bagagem$-13.98654099955692$-48.306527$null$1$3$8645$26382.828703287785
20319$Abismo Baixo do Cerne$-13.57266499956901$-46.39791400000001$PARQUE ESTADUAL DE TERRA RONCA$1$3$3721$20982.070014433742
20320$Abismo Bananal$-12.86765999958982$-46.980377$null$1$3$3714$8300.806709014158
20321$Abismo Bananal II$-12.86460499958991$-46.813987$null$1$3$8668$1741.719740120038
20322$Abismo Bananeira Preta$-24.34474999929071$-48.519579$PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA$1$3$1405$18057.119903419232
